Percentage of Education level of residents-illeterate,Percentage of School dropout,Percentage of Education level of residents-university,Percentage of Education level of residents-secondary,Percentage of Education level of residents-intermediate,Percentage of Education level of residents-vocational,Percentage of Education level of residents-elementary,Percentage of Education level of residents-higher education,Town,dataset
0.00E+00,1.00E+01,2.00E+01,1.50E+01,3.00E+01,1.00E+01,2.00E+01,5.00E+00,Bmaryam,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,2.00E+01,3.00E+01,2.00E+01,1.00E+01,1.00E+01,5.00E+00,Kfar Aaqqa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,2.00E+01,2.00E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Mharbiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,5.00E+00,2.00E+01,2.50E+01,3.00E+01,1.00E+01,1.00E+01,5.00E+00,Batloun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,2.00E+01,4.50E+01,1.00E+01,1.00E+01,8.00E+00,5.00E+00,Zefta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.00E+00,2.00E+01,3.50E+01,1.00E+01,1.00E+01,1.00E+01,5.00E+00,Idbil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+00,2.00E+01,2.00E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Dellafeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,0.00E+00,2.00E+01,1.00E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Ghineh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,2.00E+01,1.50E+01,1.00E+01,2.50E+01,5.00E+00,Bnoueiti,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,1.50E+01,2.50E+01,1.00E+01,2.00E+01,5.00E+00,Jouar El-Haouz,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,2.50E+01,2.50E+01,1.00E+01,1.00E+01,5.00E+00,Rmeilet Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.00E+01,3.50E+01,2.20E+01,1.00E+01,7.00E+00,5.00E+00,Sebaal Zgharta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,5.00E+01,1.00E+01,1.00E+01,5.00E+00,5.00E+00,Maghdoucheh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.50E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Nahr Ibrahim,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,1.50E+01,2.10E+01,2.20E+01,1.00E+01,2.20E+01,5.00E+00,Bqosta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,1.50E+01,2.00E+01,2.00E+01,1.00E+01,2.50E+01,5.00E+00,Haret Saida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,1.50E+01,1.50E+01,2.50E+01,1.00E+01,2.50E+01,5.00E+00,Sarin Fawqa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+01,1.50E+01,2.50E+01,2.00E+01,1.00E+01,2.30E+01,5.00E+00,Joubb Jannine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,5.00E+00,1.50E+01,1.50E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Aarab Salim,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,5.00E+00,1.50E+01,2.00E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Aakkar El-Aatiqa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,1.50E+01,2.00E+01,2.50E+01,1.00E+01,2.00E+01,5.00E+00,Jadra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,5.00E+00,1.50E+01,3.00E+01,3.30E+01,1.00E+01,5.00E+00,5.00E+00,Douris,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
4.00E+00,4.00E+00,1.50E+01,3.00E+01,1.10E+01,1.00E+01,2.50E+01,5.00E+00,Saouanet Marjayoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,3.00E+00,1.50E+01,1.50E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Hlaliyeh ,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+00,1.50E+01,3.00E+01,2.00E+01,1.00E+01,1.50E+01,5.00E+00,Majdel El-Meouch,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,2.00E+00,1.50E+01,2.00E+01,2.20E+01,1.00E+01,2.70E+01,5.00E+00,Nakhleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,1.50E+01,2.00E+01,2.50E+01,1.00E+01,1.50E+01,5.00E+00,Bsalya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.50E+01,3.00E+01,2.50E+01,1.00E+01,1.00E+01,5.00E+00,Aali En-Nahri,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.50E+01,2.00E+01,2.00E+01,1.00E+01,2.50E+01,5.00E+00,Arzai,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.50E+01,2.50E+01,3.50E+01,1.00E+01,5.00E+00,5.00E+00,Mazraat Balda,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.50E+01,3.00E+01,3.00E+01,1.00E+01,5.00E+00,5.00E+00,Qantarat Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,0.00E+00,1.50E+01,2.50E+01,2.20E+01,1.00E+01,2.00E+01,5.00E+00,Baaqline,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,1.50E+01,5.00E+01,1.40E+01,1.00E+01,5.00E+00,5.00E+00,Toula El-Batroun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.50E+01,3.00E+01,3.00E+01,1.00E+01,1.00E+01,5.00E+00,Kfar Aaqab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,3.00E+01,1.00E+01,2.00E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Nabha Mehfara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+01,1.00E+01,1.00E+01,4.00E+01,1.00E+01,2.00E+01,5.00E+00,Ghandouriyet Bent Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.50E+01,1.00E+01,2.00E+01,2.00E+01,1.00E+01,3.00E+01,5.00E+00,Biret Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.50E+01,1.00E+01,1.00E+01,2.00E+01,1.00E+01,1.00E+01,1.00E+01,5.00E+00,Sammaqiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,1.00E+01,1.00E+01,2.00E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Aain Kfar Zabad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,1.00E+01,2.00E+01,3.00E+01,1.00E+01,2.00E+01,5.00E+00,Aain Aarab Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,1.00E+01,1.00E+01,5.00E+01,1.00E+01,1.00E+01,5.00E+00,Aain challal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,1.00E+01,1.00E+01,3.00E+01,1.00E+01,3.00E+01,5.00E+00,Ouadi Nakhleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,5.00E+00,1.00E+01,2.00E+01,2.50E+01,1.00E+01,2.00E+01,5.00E+00,Aain Drafil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,3.00E+00,1.00E+01,5.00E+00,2.00E+01,1.00E+01,4.00E+01,5.00E+00,Houaich,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+00,1.00E+01,2.00E+01,3.00E+01,1.00E+01,2.00E+01,5.00E+00,Boustane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+00,1.00E+01,1.00E+01,2.00E+01,1.00E+01,3.50E+01,5.00E+00,Kafrnoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+00,1.00E+01,1.50E+01,2.00E+01,1.00E+01,3.00E+01,5.00E+00,Tshea,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,1.00E+01,1.00E+01,2.00E+01,1.00E+01,4.00E+01,5.00E+00,Fanar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.50E+01,0.00E+00,1.00E+01,1.00E+01,1.00E+01,1.00E+01,3.00E+01,5.00E+00,Souairi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,1.00E+01,2.50E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Merouahine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.00E+01,2.50E+01,2.50E+01,1.00E+01,2.00E+01,5.00E+00,Bmahray,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.00E+01,2.50E+01,3.50E+01,1.00E+01,1.00E+01,5.00E+00,Ghidras,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.00E+01,2.00E+01,2.50E+01,1.00E+01,3.00E+01,5.00E+00,Hakel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.00E+01,3.00E+01,2.50E+01,1.00E+01,2.00E+01,5.00E+00,hadtoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+01,2.00E+01,5.00E+00,2.00E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Daraiya Kesrouane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+01,2.00E+01,5.00E+00,1.00E+01,3.00E+01,1.00E+01,2.00E+01,5.00E+00,Nabi Osmane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+00,5.00E+00,1.50E+01,2.50E+01,1.00E+01,3.00E+01,5.00E+00,Qachlaq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.00E+00,5.00E+00,5.00E+00,3.50E+01,1.00E+01,4.00E+01,5.00E+00,Bichtlida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,5.00E+00,1.00E+01,2.50E+01,1.00E+01,3.50E+01,5.00E+00,Bourj El-Brajneh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,5.00E+00,1.00E+01,2.00E+01,1.00E+01,4.00E+01,5.00E+00,Rawda Village,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,5.00E+00,5.00E+00,3.80E+01,1.00E+01,3.50E+01,5.00E+00,Mazraat Hokka,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,5.00E+00,1.50E+01,3.00E+01,2.00E+01,9.00E+00,2.00E+01,5.00E+00,Maaysra Kesrouane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,0.00E+00,4.50E+01,2.00E+01,1.40E+01,8.00E+00,5.00E+00,5.00E+00,Qaynour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,2.50E+01,3.00E+01,2.00E+01,8.00E+00,1.00E+01,5.00E+00,Chanay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
8.00E+00,3.00E+00,1.50E+01,2.20E+01,2.10E+01,8.00E+00,2.10E+01,5.00E+00,Qaraaoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.00E+01,2.50E+01,2.80E+01,7.00E+00,5.00E+00,5.00E+00,Bhamdoun El-Mhatta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,1.00E+01,2.00E+01,1.50E+01,2.50E+01,7.00E+00,2.50E+01,5.00E+00,Ouarhaniyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,3.00E+01,1.00E+01,2.00E+01,2.50E+01,7.00E+00,3.00E+01,5.00E+00,Kounine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,6.00E+01,1.50E+01,1.00E+01,6.00E+00,3.00E+00,5.00E+00,Vidar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+00,2.70E+01,2.70E+01,2.00E+01,6.00E+00,1.00E+01,5.00E+00,Qobbayaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+01,2.00E+01,1.90E+01,2.00E+01,6.00E+00,2.50E+01,5.00E+00,Mejdlaiya Zgharta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,2.00E+01,4.00E+01,2.00E+01,6.00E+00,7.00E+00,5.00E+00,Ghabat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,1.80E+01,4.00E+01,1.70E+01,6.00E+00,1.20E+01,5.00E+00,Hidab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,7.50E+01,5.00E+00,6.00E+00,5.00E+00,3.00E+00,5.00E+00,Bqaa Kafra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,6.50E+01,0.00E+00,2.00E+01,5.00E+00,0.00E+00,5.00E+00,Ouadi Chahine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,6.50E+01,1.00E+01,1.00E+01,5.00E+00,5.00E+00,5.00E+00,Fghal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,6.00E+01,1.00E+01,1.00E+01,5.00E+00,1.00E+01,5.00E+00,El Ghabe,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,5.00E+01,2.50E+01,1.00E+01,5.00E+00,5.00E+00,5.00E+00,Kfar Aabida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,4.50E+01,2.00E+01,2.00E+01,5.00E+00,5.00E+00,5.00E+00,Beit Chlala,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,4.00E+01,2.50E+01,1.00E+01,5.00E+00,1.00E+01,5.00E+00,Mtayleb,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,4.00E+01,2.50E+01,1.60E+01,5.00E+00,8.00E+00,5.00E+00,Thoum,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,4.00E+01,1.50E+01,2.00E+01,5.00E+00,1.50E+01,5.00E+00,Hamat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.50E+01,3.50E+01,1.00E+01,5.00E+00,1.00E+01,5.00E+00,Rayfoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.50E+01,3.00E+01,1.50E+01,5.00E+00,1.00E+01,5.00E+00,Tallet Chattaha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,2.00E+01,3.00E+01,2.00E+01,1.00E+01,5.00E+00,3.00E+01,5.00E+00,Aain Ksour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.00E+01,3.00E+01,2.00E+01,2.00E+01,5.00E+00,1.00E+01,5.00E+00,Bziza,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+01,3.00E+01,3.00E+01,2.00E+01,5.00E+00,8.00E+00,5.00E+00,Kfar Nabrakh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,3.00E+01,3.00E+01,1.00E+01,5.00E+00,1.50E+01,5.00E+00,Saadnayel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+00,3.00E+01,3.00E+01,1.50E+01,5.00E+00,1.00E+01,5.00E+00,Aayoun Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+00,3.00E+01,1.50E+01,3.00E+01,5.00E+00,1.00E+01,5.00E+00,Haouch En-Nabi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.00E+00,3.00E+01,3.00E+01,1.00E+01,5.00E+00,1.00E+01,5.00E+00,Qelaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.00E+00,3.00E+01,1.00E+01,3.00E+01,5.00E+00,2.00E+01,5.00E+00,Qalhat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,3.00E+01,2.00E+01,2.00E+01,5.00E+00,1.00E+01,5.00E+00,Midane Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,3.00E+01,2.00E+01,2.00E+01,5.00E+00,1.00E+01,5.00E+00,Salhiyet Saida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,3.00E+01,1.50E+01,2.00E+01,5.00E+00,2.00E+01,5.00E+00,Kneisset Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.00E+01,3.00E+01,1.00E+01,5.00E+00,2.00E+01,5.00E+00,Aain Et-Teffaha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.00E+01,2.00E+01,3.00E+01,5.00E+00,1.00E+01,5.00E+00,Kleyleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,7.00E+01,2.50E+01,1.50E+01,2.00E+01,5.00E+00,2.00E+01,5.00E+00,Izal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+00,2.50E+01,2.50E+01,2.00E+01,5.00E+00,1.50E+01,5.00E+00,Deir Qanoun En-Nahr,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,2.50E+01,1.50E+01,2.50E+01,5.00E+00,2.00E+01,5.00E+00,Choukine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,2.00E+00,2.50E+01,3.00E+01,3.00E+01,5.00E+00,5.00E+00,5.00E+00,Rijmeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.50E+01,2.00E+01,2.00E+01,5.00E+00,2.50E+01,5.00E+00,Zaaitreh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,5.00E+01,2.00E+01,1.50E+01,2.50E+01,5.00E+00,1.50E+01,5.00E+00,Aayoun El-Ghizlane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,2.00E+01,2.00E+01,1.00E+01,2.50E+01,5.00E+00,2.00E+01,5.00E+00,Ilat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.00E+01,2.00E+01,2.00E+01,2.00E+01,5.00E+00,2.00E+01,5.00E+00,Aaley,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.00E+01,2.00E+01,3.00E+01,2.00E+01,5.00E+00,1.00E+01,5.00E+00,Kfar Habou,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,5.00E+00,2.00E+01,2.00E+01,2.00E+01,5.00E+00,2.00E+01,5.00E+00,Blida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
9.00E+00,5.00E+00,2.00E+01,1.00E+01,3.10E+01,5.00E+00,2.00E+01,5.00E+00,Sir El-Gharbiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,3.00E+00,2.00E+01,3.00E+01,1.50E+01,5.00E+00,1.00E+01,5.00E+00,Assia,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+00,2.00E+01,2.00E+01,2.00E+01,5.00E+00,2.00E+01,5.00E+00,Mazraat Bani Saab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+00,2.00E+01,3.00E+01,2.00E+01,5.00E+00,1.50E+01,5.00E+00,Kafraiya West Bekaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+01,0.00E+00,2.00E+01,1.00E+01,2.00E+01,5.00E+00,2.00E+01,5.00E+00,Sirhmoul,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,2.00E+01,1.00E+01,2.00E+01,5.00E+00,3.00E+01,5.00E+00,Hsoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,2.00E+01,2.00E+01,1.00E+01,5.00E+00,3.00E+01,5.00E+00,Khzaiz,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,1.50E+01,3.00E+01,5.00E+00,2.00E+01,5.00E+00,Breissat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,1.50E+01,2.00E+01,5.00E+00,3.00E+01,5.00E+00,Deir Mimas,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,3.00E+01,2.50E+01,5.00E+00,1.00E+01,5.00E+00,Zhilta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.00E+01,2.50E+01,5.00E+00,2.50E+01,5.00E+00,Chartoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.50E+01,1.50E+01,5.00E+00,3.00E+01,5.00E+00,Serraaine Et-Tahta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,1.80E+01,3.00E+01,3.00E+01,5.00E+00,1.00E+01,5.00E+00,Brih,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,5.00E+00,1.70E+01,1.00E+01,2.00E+01,5.00E+00,4.00E+01,5.00E+00,Ansar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.50E+01,1.50E+01,3.50E+01,2.00E+01,5.00E+00,1.50E+01,5.00E+00,Hsayn,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,1.50E+01,2.50E+01,2.50E+01,5.00E+00,2.00E+01,5.00E+00,Ghazzeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+00,1.50E+01,4.00E+01,2.00E+01,5.00E+00,1.00E+01,5.00E+00,Deir Qanoun El-Aain,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,1.50E+01,1.00E+01,2.50E+01,5.00E+00,3.00E+01,5.00E+00,Chaaitiyeh-Malkiyah,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
